News Title,Publisher name,Image url,Publisher image url,Publisher rectangle url,Updated,Link
Consumers' Association: Please Don't Buy Rabbits As Pets Just For CNY This Year,SAYS,https://image.luminews.my/pbag8b7tot3u62x2kue9jccwjd3l,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,1 hour ago,https://says.com/my/news/consumers-association-please-don-t-buy-rabbits-as-pets-just-for-cny-this-year
Orang Asli frightened by bear,New Straits Times,https://image.luminews.my/x6hawq4hw7dsyyu5pjw2fcdxitd8,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868554/orang-asli-frightened-bear
Man claims bear dug up and ate wife's corpse,New Straits Times,https://image.luminews.my/btvzmeolclopz06pagn5fk756am6,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,1 hour ago,https://www.nst.com.my/news/nation/2023/01/868554/man-claims-bear-dug-and-ate-wifes-corpse
No-show at Australian Open fuels fears for Osaka’s future,FMT News,https://image.luminews.my/6uxndijbjhuynhqr531jo8o8azdn,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,1 hour ago,https://www.freemalaysiatoday.com/category/sports/2023/01/09/australian-open-no-show-fuels-fears-for-osakas-tennis-future/
"Focus on Istana Seri Kinabalu, Sri Gaya on Sabah's political turmoil",New Straits Times,https://image.luminews.my/t8tazrcwe8bmzim4e8ks1aoa0pjt,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868552/focus-istana-seri-kinabalu-sri-gaya-sabahs-political-turmoil
"Prasarana allocated RM2.8 billion to improve train, bus services",Sinar Daily,https://image.luminews.my/jam5gtnynq4k4ml6embfkfaenjae,https://image.luminews.my/4pzezu81wj0vw6wudfwelgkjdtzu,https://image.luminews.my/x3ftcyp5wazqvgxg615x64rpfxyl,2 hours ago,https://www.sinardaily.my/article/187945/malaysia/national/prasarana-allocated-rm28-billion-to-improve-train-bus-services
Doctor Drives Car Into Opposite Lane And Causes Accident That Kills Mum & Son,SAYS,https://image.luminews.my/npkotknne2uc7bc8f8fr6s18i55v,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/doctor-drives-car-into-opposite-lane-and-causes-accident-that-kills-mum-son
"BIZ in BRIEF: Wellspire, CSH Alliance, Pan Malaysia and Classita",The Malaysian Reserve,https://image.luminews.my/mpwqrzwxt6vnrzhuqhq1zd8y94bj,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/biz-in-brief-wellspire-csh-alliance-pan-malaysia-and-classita/
#TECH: Time spent online sees biggest dip in a decade,New Straits Times,https://image.luminews.my/r3v38e7w3ia92xfiaqw0i3tmow4c,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/lifestyle/bots/2023/01/868550/tech-time-spent-online-sees-biggest-dip-decade
"Suzuki expects rocky road to sub-US$15,000 electric minicar",FMT News,https://image.luminews.my/ztvzkgio3uv9nfpt0d49m42ud2st,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/business/2023/01/09/suzuki-expects-rocky-road-to-sub-us15000-electric-minicar/
Travelling To Thailand? Here Are New COVID-19 Measures All M'sians Need To Know From 9 Jan,SAYS,https://image.luminews.my/6ly7do5wgieq4uctfevhcd1yyo1b,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/thailand-new-covid19-measures-all-malaysians-need-to-know-9jan
This Residence Is Located On The Highest Point Of Bukit Jalil & Boasts Over 90 Facilities,SAYS,https://image.luminews.my/yfwwy54t2sg41pfhkx9njzpp7uwm,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/lifestyle/lbs-bina-residensi-bintang-bukit-jalil
Underwood Bakers Restaurant rocks up with a refreshed setting & revamped menu in Bukit Bintang,Eat Drink KL,https://image.luminews.my/ijqe38rmzxwu7hfjrvc9m7yqfnp4,https://image.luminews.my/kif1hbb2xieez17k64uvu8wsml8m,https://image.luminews.my/ogx1rusm12akyf0rwwnok729rmvc,2 hours ago,https://www.eatdrinkkl.com/posts/featured/underwood-bakers-restaurant-rocks-up-with-a-refreshed-setting-revamped-menu-in-bukit-bintang
Kedah encourages F&B operators to mask up,New Straits Times,https://image.luminews.my/5z1wxunc77yeff9ab147ttmttfsr,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868548/kedah-encourages-fb-operators-mask
Short-term rates to remain stable on BNM’s operations,The Malaysian Reserve,https://image.luminews.my/9h7mgud7xqfbw44upeilqg7tpsxa,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/short-term-rates-to-remain-stable-on-bnms-operations-2/
"Kvitova takes her chances, downs Rybakina in Adelaide",FMT News,https://image.luminews.my/ldc84ugiyurnmenczgtrhmdam275,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/sports/2023/01/09/kvitova-takes-her-chances-downs-rybakina-in-adelaide/
KTMB To Provide Additional ETS Rides For Chinese New Year 2023,SAYS,https://image.luminews.my/r72lnwgyirng6u10pb5xa5ov8m80,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/additional-ets-rides-for-chinese-new-year-2023
"China likely to reject ‘outsider’ vaccines, says SK Bioscience",FMT News,https://image.luminews.my/7mj37ykli7qauidittmqvmy8rz2o,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/world/2023/01/09/china-likely-to-reject-outsider-vaccines-says-sk-bioscience/
"OnePlus may release its first tablet, codenamed ‘Aries’ alongside the OnePlus 11R",TechNave,https://image.luminews.my/1c0lljw35ebbw71adupsuly6ch7i,https://image.luminews.my/21eaac4t1vf2iesdatu940xcvb6y,https://image.luminews.my/ro6edlgelkrtz2r5go7ssts7nufz,2 hours ago,https://technave.com/gadget/OnePlus-may-release-its-first-tablet-codenamed-Aries-alongside-the-OnePlus-11R-33046.html
A man got scammed out of RM23K for trying to buy a fake Touch 'n Go family package plan online,TechNave,https://image.luminews.my/fhs309nl0g9n8u1rckswbdexzdve,https://image.luminews.my/21eaac4t1vf2iesdatu940xcvb6y,https://image.luminews.my/ro6edlgelkrtz2r5go7ssts7nufz,2 hours ago,https://technave.com/gadget/A-man-got-scammed-out-of-RM23K-for-trying-to-buy-a-fake-Touch-n-Go-family-package-plan-online-33045.html
Australian PM pledges aid for flood-ravaged northwest,FMT News,https://image.luminews.my/ik1iugziep48jx1bljrfpnavltep,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/world/2023/01/09/australia-pledges-aid-for-flood-ravaged-northwest/
Pharmaniaga expands distribution capacity in northern region,The Malaysian Reserve,https://image.luminews.my/eswn1rrl8gneb2t13j4tulbyspux,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/pharmaniaga-expands-distribution-capacity-in-northern-region/
"""I Thought It Was Beef"" — Man Finds Dirty Washcloth In His Hot Pot Takeaway Order",SAYS,https://image.luminews.my/914xk0tdfloqpkbpd6xle30x1e62,https://image.luminews.my/ka0k8qfpbza9l2b1zr6pnveed7qe,https://image.luminews.my/lemd96w8l5h435lg4e9z4ecndeda,2 hours ago,https://says.com/my/news/man-finds-dirty-washcloth-hotpot-takeaway-order
[LIVE] Prime Minister Datuk Seri Anwar Ibrahim at Istana Bogor,New Straits Times,https://image.luminews.my/nwv0vx1piyiuvio9xd149jj1l44b,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868545/live-prime-minister-datuk-seri-anwar-ibrahim-istana-bogor
Thailand starts screening arrivals for proof of Covid vaccinations as it braces for influx of Chinese tourists,South China Morning Post,https://image.luminews.my/gy2h3geugnvq87a65n6bvitonl57,https://image.luminews.my/c1tb5x8fn5j5brchdqsuv6j5x6ta,https://image.luminews.my/acu9yvbwmw6sfidwnyokt3n5t5rl,2 hours ago,https://www.scmp.com/news/asia/southeast-asia/article/3206053/thailand-starts-screening-arrivals-proof-covid-vaccinations-it-braces-influx-chinese-tourists?utm_source=rss_feed
#Showbiz: Taylor Swift's cat Olivia Benson is world's third richest pet,New Straits Times,https://image.luminews.my/o1fko418t0hgs7h94c1c328rixv2,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/lifestyle/groove/2023/01/868543/showbiz-taylor-swifts-cat-olivia-benson-worlds-third-richest-pet
"Not sacking Tian Chua would have sent wrong signal, says analyst",FMT News,https://image.luminews.my/v7b89nmzthjrkta909j5hrd86mak,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/not-sacking-tian-chua-would-have-sent-wrong-signal-say-analysts/
"3 ways to travel in luxurious style in 2023: from VistaJet’s Michelin-starred dining on your private jet, to Lamborghini’s all-terrain super sports car Huracán Sterrato and the electric Rimac Nevera",South China Morning Post,https://image.luminews.my/cylp8i5rkdzkoplwz15jmcyygv8g,https://image.luminews.my/c1tb5x8fn5j5brchdqsuv6j5x6ta,https://image.luminews.my/acu9yvbwmw6sfidwnyokt3n5t5rl,2 hours ago,https://www.scmp.com/magazines/style/luxury/article/3205870/3-ways-travel-luxurious-style-2023-vistajets-michelin-starred-dining-your-private-jet-lamborghinis?utm_source=rss_feed
"Many bosses not abiding by Employment Act changes, says MTUC",FMT News,https://image.luminews.my/30mf5zb3v0rkhofa7290ewp50l1u,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/nation/2023/01/09/many-bosses-not-abiding-by-employment-act-changes-says-mtuc/
Not meant for specific groups',New Straits Times,https://image.luminews.my/53rlin7aaniiz2546i6lqsrou0k2,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/business/2023/01/868541/not-meant-specific-groups
Foreign investors kick off 2023 with net purchases of RM72.3mil on Bursa,FMT News,https://image.luminews.my/mkh7lrdoqcn9cxvlax7aowhs4je1,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/business/2023/01/09/foreign-investors-kick-off-2023-with-net-purchases-of-rm72-3mil-on-bursa/
Revenue Group stock fell 31% in past week,The Malaysian Reserve,https://image.luminews.my/qmedkegpg9aqycelvj4ihbojyimr,https://image.luminews.my/r0umhz9dkk0q9nrcp5izrarl08k9,https://image.luminews.my/nv3vj8tzhixqzakuxyz9z1tw3o4z,2 hours ago,https://themalaysianreserve.com/2023/01/09/revenue-group-stock-fell-31-in-past-week/
There Are 5 Types of Travelers. Which One Are You?,Mashable Southeast Asia,https://image.luminews.my/bp2lrm6cl1ah8twe1cpc9w4fx0p8,https://image.luminews.my/plq0xzaw5hl1rcxy3kpkcbmuwg30,https://image.luminews.my/5yb77nb9c8pgdi0hdoio2m5nm9np,2 hours ago,https://sea.mashable.com/life/21859/there-are-5-types-of-travelers-which-one-are-you
Samsung maintains chip investment pace despite plunging profit,FMT News,https://image.luminews.my/evbiigifhsl6jr7jydsnmrrulwei,https://image.luminews.my/u2op38i1jt1zk587dounod4t9wda,https://image.luminews.my/2esdwcm6yzvqodrbz01x6tflkxlm,2 hours ago,https://www.freemalaysiatoday.com/category/business/2023/01/09/samsung-maintains-chip-investment-pace-despite-plunging-profit/
"Sabah’s political situation: Focus continues at Istana Seri Kinabalu, Sri Gaya",The Borneo Post,https://image.luminews.my/4f19u2jfsuk4zsuc2elwz8zmnen4,https://image.luminews.my/ko52gau8d5hsnipyc1g9tu8ibox4,https://image.luminews.my/dj1u667yq78wjhqr5mgu8vja7dbw,2 hours ago,https://www.theborneopost.com/2023/01/09/sabahs-political-situation-focus-continues-at-istana-seri-kinabalu-sri-gaya/
"BURO TV Guide January 2023: ‘Kaleidoscope’, ‘Shrinking’, and more",BURO Malaysia,https://image.luminews.my/2y9rf02q4gjpe0xdt0hqvus4o4ow,https://image.luminews.my/qqum61bes9uxfbsa3kee91h5i091,https://image.luminews.my/6jgas0y6uqg7emmk36tgj5dt20rt,2 hours ago,https://www.buro247.my/culture/film-tv-and-theatre/netflix-apple-tv-show-january-2023.html
"#TECH: From tracking moods to putting on a show, it's AI-everything at CES",New Straits Times,https://image.luminews.my/ged8uau5ki5vir9w4kur3gwym6tx,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/lifestyle/bots/2023/01/868539/tech-tracking-moods-putting-show-its-ai-everything-ces
Langkawi-Koh Lanta ferry service to start soon,New Straits Times,https://image.luminews.my/5fq3kh95malnz3g6kc0b41dbqbq2,https://image.luminews.my/2bdlab3q4ztmhga0m31k4he0xns0,https://image.luminews.my/uoq67kxxmbyd9s4o3a0hjajyjgqc,2 hours ago,https://www.nst.com.my/news/nation/2023/01/868537/langkawi-koh-lanta-ferry-service-start-soon
